Name,About,Website
"
Spiffy
","
 Spiffy creates social platforms and tools for local businesses
Spiffy creates social platforms and tools for local businesses, empowering them to share resources and knowledge; the result is better services and products.
We often prefer local businesses, but sometimes it is just convenient to use corporate services because ...",http://madebyspiffy.com
"
Ortağız
","
 Entrepreneurial Crowdfunding in Turkey
We are about to establish a curated crowdfunding-system in Turkey and Germany to attract more ventures.
We think there is a way to fund innovation in the early stage without making breathtaking financial moves or getting in touch with governmental restrictions.",http://www.ortagiz.com
"
ZenMate
","
 ZenGuard GmbH
",https://zenmate.com
"
BLOCKpeek
","
 Waze for Personal Safety
BLOCKpeek is monitoring the safety status of your and your loved ones current location in order to provide alerts and advice in case of critical status changes. Designed as a personal safety ecosystem, BLOCKpeek is creating your safest world ever.",http://www.blockpeek.com
"
Keydock
","
 Need to let others use your keys? Find your closest Docking Point!
key sharing infrastructure",http://www.keydock.co
"
Eqviti
","
 Online real estate market place
Eqviti presents public real estate auction listings in an easy-to-use, location-based interface. Home buyers and investors alike gain instant access to various listings, easily browsed on a map.
Currently we provide listings for thousands of pieces of real estate ...",http://eqviti.com/
"
glispa
","
 Global digital marketing pioneer
gBoost - App Ranking Solution
gPerform - User Aquisition Network
gNative - Native Ad Solution
Media Services - Search, Social, Display",http://www.glispa.com
"
Berlin Startup Jobs
","
 
",http://berlinstartupjobs.com/
"
Cinery
","
 all cinemas in on app
Cinery is the cinema app for the iPhone that recommends 5 great movies and presents all showtimes for German cinemas nearby. The app shows at a glance all running movies and cinemas around.
Cinery is available in the German App Store for free!",https://www.cinery.de/
"
Plumage
","
 TATTOO · ARTISTS · COLLECTORS
Plumage is an AirBnB-style network to connect tattoo artists and tattoo collectors, and anyone curious about the tattoo world.
Users can discover new talent locally and worldwide, and locate them on a map. They can review artist profiles, book appointments ...",http://www.plumge.io
"
Palabea
","
 Marketplace to share and monetize skills via MOOC courses and interactive video sessions
",http://www.palabea.com
"
kuups
","
 Forums haven’t changed since the 90ies. kuups addresses this anachronism.
More than 30% of internet users still use forums that haven’t changed since the late 90s. Forums contain enormous amounts of content but lack effective filters and user-friendly interfaces.
We started kuups to address this anachronism.
kuups builds networks of ...",http://www.kuups.com
"
LCH Hospitality Group
","
 Creative Eatery Concept
INSOSTA, Berlin new dining concept destination, is set to open in September 2013 as one of the central elements to the much anticipated LCH Hospitality Group, with Luca Cesarini, recognized as Top 20 Best Italian Restaurant Chefs in America in 2011. INSOSTA is ...",http://www.lchospitality.com
"
MySkoob
","
 Enhanced ebooks with focus on design.
",http://www.myskoob.com/
"
Imedo
","
 
Arztempfehlungen aus ganz Deutschland finden Sie in der imedo Arztsuche. Schnell und einfach den richtigen Arzt finden mit Hilfe von Empfehlungen.",http://www.imedo.de
"
WirNachbarn.com
","
 Social Network for neighbourhoods
WirNachbarn is the social network for neighbourhoods. Fewer people than in the past know their neighbours. However, research shows a clear demand and desire to have contact to neighbours, look after each other and live in an environment of mutual support.
WirNachbarn ...",http://www.WirNachbarn.com
"
Spotistic
","
 Hubspot for the offline world
Spotistic helps shops, bars, restaurants and chains of all sizes engage their website visitors, social media followers and customers, capture their emails and attract them to their locations. Thanks to Spotistic, offline retailers can finally track and optimise ...",http://spotistic.com
"
Montredo
","
 The safest way to buy high quality watches online.
",http://www.montredo.com
"
Bonsum
","
 Shopping for a better world
Bonsum offers a convenient, safe and free way to find and shop organic products from A-Z, rewarding customers for spending it right.
The sustainable market is highly fragmented and the sheer number of e.g. official seals confuse costumers when searching for the ...",http://www.bonsum.co.uk
"
Yope.io
","
 Bitcoin SaaS platform for monetizing games without caring of a backend
Yope.io helps to build and monetize your game without caring of a backend. Using our bitcoin cloud platform, developers and merchants can focus on making a profit with their game and business, forgetting complex currency infrastructure.",http://www.yope.io
